Отчет о ключевых словах в поисковой сети
22 июня 2025 г. - 28 июля 2025 г.
Статус ключевых слов,Ключевое слово,Тип соответствия,Кампания,Группа объявлений,Статус,Причины статуса,Конечный URL,Kлики,Показы,CTR,Код валюты,Ср. цена за клик,Расходы,Коэфф. конверсии,Ценность конв.,Ценн. конв./стоим.,Конверсии,Стоимость/конв.
Включено,"""polymaker abs""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[abs пластик 1.75],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""купити абс""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,filament sunlu,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,5,54,"9,26%",UAH,"9,25","46,27","150,00%","313,69","6,78","7,50","6,17"
Включено,abs+,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,3,35,"8,57%",UAH,"7,43","22,28","250,00%","313,19","14,06","7,50","2,97"
Включено,polymaker abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""абс купити""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""fiberlogy abs""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[пластик для 3d принтера abs],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs для 3d-принтера,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs 1.75,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс пластик,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,2,25,"8,00%",UAH,"5,63","11,26","200,00%","167,09","14,84","4,00","2,82"
Включено,"""monofilament abs""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,7,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""пластик для 3d принтера abs""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик 1.75,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик для 3d-принтера,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,2,49,"4,08%",UAH,"6,11","12,22","600,00%","2 059,75","168,56","12,00","1,02"
Включено,abs abs+,Широкое соответствие,ABS-UA,ABS-UA-General,Ограничено,низкое качество,,1,3,"33,33%",UAH,"7,22","7,22","100,00%","41,85","5,80","1,00","7,22"
Включено,sunlu,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,7,124,"5,65%",UAH,"6,24","43,68","142,86%","417,74","9,56","10,00","4,37"
Включено,monofilament abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,11,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""абс пластик""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,5,107,"4,67%",UAH,"3,96","19,78","180,00%","376,10","19,01","9,00","2,20"
Включено,[купити abs пластик],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,plexiwire abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[abs 1.75],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,білий abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""ударостійкий пластик""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""купити абс пластик""",Фразовое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,5,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs філамент купити,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс купити,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,чорний abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,5,25,"20,00%",UAH,"8,49","42,47","140,00%","292,57","6,89","7,00","6,07"
Включено,abs для 3д принтера,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик купити,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купити abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,1,3,"33,33%",UAH,"3,89","3,89","200,00%","83,49","21,46","2,00","1,95"
Включено,[techfil],Точное соответствие,ABS-UA,ABS-UA-General,Допущено,,,5,11,"45,45%",UAH,"0,56","2,78","1053,33%","2 694,04","969,08","52,67","0,05"
Включено,abs україна,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,1,3,"33,33%",UAH,"19,94","19,94","200,00%","83,37","4,18","2,00","9,97"
Включено,fiberlogy abs,Широкое соответствие,ABS-UA,ABS-UA-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg для ender 3,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,заправка для 3д принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,7,83,"8,43%",UAH,"6,12","42,83","285,71%","835,35","19,50","20,00","2,14"
Включено,по для 3d принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,катушки для 3д принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,7,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,филамент для 3д принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,3,38,"7,89%",UAH,"5,81","17,42","714,09%","894,90","51,38","21,42","0,81"
Включено,материал для 3д принтера цена,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить 3д пластик,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,5,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3d принтера цена,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,1,40,"2,50%",UAH,"7,10","7,10","200,00%","83,45","11,75","2,00","3,55"
Включено,пластик abs для 3д принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg rainbow,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,plexiwire,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,39,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,расходники для 3d принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,1,4,"25,00%",UAH,"3,66","3,66","0,00%","0,00","0,00","0,00","0,00"
Включено,по для 3д принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,1,52,"1,92%",UAH,"6,43","6,43","100,00%","41,81","6,50","1,00","6,43"
Включено,petg 1кг,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg филамент цена,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,1,30,"3,33%",UAH,"4,55","4,55","100,00%","41,57","9,14","1,00","4,55"
Включено,petg купить,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,5,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить филамент для 3d принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,polymaker polymax petg,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg для 3д принтера,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,трид принтер цена,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,прозрачный petg пластик,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,petg пластик купить,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,3,15,"20,00%",UAH,"4,52","13,56","333,33%","417,93","30,82","10,00","1,36"
Включено,petg прозрачный,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,panchroma filament,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,1,18,"5,56%",UAH,"1,56","1,56","100,00%","41,81","26,80","1,00","1,56"
Включено,филамент для 3д принтера купить,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""пластик для 3d печати""",Фразовое соответствие,PETG-RU,PETG-RU-General,Допущено,,,3,113,"2,65%",UAH,"12,52","37,57","133,33%","167,27","4,45","4,00","9,39"
Включено,пластик для печати,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,4,33,"12,12%",UAH,"4,00","15,98","112,50%","188,28","11,78","4,50","3,55"
Включено,petg или abs,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,нить petg,Широкое соответствие,PETG-RU,PETG-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить пластик абс,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,6,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""esun abs""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,14,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,sunlu,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,13,127,"10,24%",UAH,"7,16","93,13","200,00%","1 086,56","11,67","26,00","3,58"
Включено,абс цена,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,высокотемпературный пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик abs для 3д принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""monofilament abs""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs для 3д принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить абс пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,6,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs филамент,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,2,50,"4,00%",UAH,"5,39","10,77","100,00%","83,53","7,76","2,00","5,39"
Включено,plexiwire,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,9,79,"11,39%",UAH,"5,22","46,96","288,89%","1 086,23","23,13","26,00","1,81"
Включено,abs 1кг,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс пластик для принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""plexiwire abs""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs для 3d принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,1,1,"100,00%",UAH,"5,44","5,44","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик для 3d принтера купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,25,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить abs пластик для 3d-принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,2,7,"28,57%",UAH,"17,36","34,71","200,00%","167,45","4,82","4,00","8,68"
Включено,пластик для 3д принтера abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс пластик для 3д принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,1,8,"12,50%",UAH,"4,22","4,22","300,00%","125,29","29,69","3,00","1,41"
Включено,натуральный abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs филамент цена,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,6,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,plexiwire abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,5,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs или petg,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,esun abs купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""polymaker abs""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs сравнение,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""пластик для 3d печати""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,5,234,"2,14%",UAH,"5,51","27,56","120,00%","250,78","9,10","6,00","4,59"
Включено,абс филамент,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик для 3д принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,5,50,"10,00%",UAH,"4,70","23,48","400,00%","835,33","35,58","20,00","1,17"
Включено,abs пластик для принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs прозрачный,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик цена,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3d принтер abs пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[techfil],Точное соответствие,ABS-RU,ABS-RU-General,Допущено,,,1,1,"100,00%",UAH,"1,67","1,67","1400,00%","1 074,28","643,28","14,00","0,12"
Включено,"""abs 1.75""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластмасса абс,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,8,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,1,86,"1,16%",UAH,"12,70","12,70","100,00%","41,73","3,29","1,00","12,70"
Включено,філамент sunlu,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,5,36,"13,89%",UAH,"4,62","23,10","180,00%","375,91","16,27","9,00","2,57"
Включено,пластик абс купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs киев,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,[abs 1.75],Точное соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пищевой,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs 1.75,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""abs пластик купить""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,15,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs или pla,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,3д принтер абс пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs украина,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,esun abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик abs купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3d принтера abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,белый abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,10,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить филамент для 3d принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,24,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,материал abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,1,25,"4,00%",UAH,"7,00","7,00","100,00%","41,81","5,97","1,00","7,00"
Включено,купить абс,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,13,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs оптом,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик для 3d принтера характеристики,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить abs пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,филамент для 3д принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,4,112,"3,57%",UAH,"6,12","24,47","200,00%","334,25","13,66","8,00","3,06"
Включено,abs пластик 3d принтер,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,1,24,"4,17%",UAH,"2,30","2,30","200,00%","83,63","36,36","2,00","1,15"
Включено,abs цена,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,пластик для 3д печати abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,преимущества abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,купить пластик abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""abs пластик""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,6,82,"7,32%",UAH,"4,11","24,65","100,00%","250,64","10,17","6,00","4,11"
Включено,материал abs пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,6,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,филамент для 3d принтера,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,9,282,"3,19%",UAH,"8,46","76,12","278,64%","1 046,94","13,75","25,08","3,04"
Включено,авs пластик,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,черный abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""высокотемпературный пластик""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик 1.75,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс пластик купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,4,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик 1.75 купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""абс пластик""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,4,151,"2,65%",UAH,"4,66","18,66","150,00%","250,74","13,44","6,00","3,11"
Включено,filament sunlu,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,1,30,"3,33%",UAH,"6,74","6,74","100,00%","41,94","6,22","1,00","6,74"
Включено,sunlu filament,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,3,37,"8,11%",UAH,"7,20","21,59","300,00%","376,45","17,44","9,00","2,40"
Включено,пластик для 3d печати,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,3,137,"2,19%",UAH,"6,04","18,12","683,33%","1 534,29","84,67","20,50","0,88"
Включено,abs филамент купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,fiberlogy abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик для 3d печати,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,3,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs+,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,13,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,абс пластик цена,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,polymaker abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,лучший abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,"""fiberlogy abs""",Фразовое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,0, --,UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs для авто,Широкое соответствие,ABS-RU,ABS-RU-General,Не допущено,редко показывается,,0,15,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,abs пластик купить,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,2,33,"6,06%",UAH,"12,37","24,73","100,00%","83,48","3,38","2,00","12,37"
Включено,3d принтер abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,2,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
Включено,monofilament abs,Широкое соответствие,ABS-RU,ABS-RU-General,Допущено,,,0,1,"0,00%",UAH,0,"0,00","0,00%","0,00","0,00","0,00","0,00"
